font,char,pca0,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,pca26,pca27,pca28,pca29,pca30,pca31,pca32,pca33,pca34,pca35,pca36,pca37,pca38,pca39,pca40
aubrey,0,-0.697211,2.114255,-0.278335,2.207889,-0.049326,-1.936944,-1.051138,0.645435,-1.879691,1.226945,-2.001521,1.219019,-0.484995,2.753225,-1.116854,-0.352366,-0.497424,-0.586545,0.391945,1.062733,-0.146586,0.665132,-0.17889,1.050151,0.327033,0.246992,0.75851,0.536622,-0.455845,0.392186,0.019751,-0.243079,-0.164772,-0.160236,-0.148881,-0.185018,0.085741,-0.444148,-0.282048,0.095545,-0.0
aubrey,1,1.893935,-8.285384,-4.176646,-3.042786,-2.378757,-2.227855,-1.027088,0.315707,0.109261,-0.810365,-0.019685,-0.253341,0.577129,1.006044,0.429003,0.811813,0.023005,1.415178,0.529712,0.355201,-1.35094,-0.202424,-0.570062,0.373554,0.92493,0.37322,1.177444,1.521722,1.015872,0.419968,-0.450291,0.121929,-0.579176,-0.647049,-1.343509,0.666671,0.127277,0.133392,-1.628927,1.436895,-0.0
aubrey,2,1.931274,-6.79371,3.186707,5.517395,-2.754117,0.736846,1.377449,-2.007376,-0.49607,-3.889212,-0.892676,0.504002,2.695997,1.197734,-2.72096,-1.228204,-0.673091,0.95059,-0.842823,0.541706,-1.191796,0.817269,0.345254,-0.233767,-0.727858,0.26417,0.262204,0.635692,0.019509,-0.488741,0.282938,0.045588,-0.615843,0.590032,0.003601,-0.027154,0.053202,0.13575,-0.032807,0.321652,-0.0
aubrey,3,1.126018,-6.576248,-0.142219,-1.904477,-3.236717,-0.319413,-2.814747,2.808792,0.39701,0.738932,4.51039,0.732843,-2.168328,3.290848,-0.646841,-1.365432,-0.027772,-1.376734,-0.165765,-1.427961,1.107409,-2.24605,-1.758207,-0.660099,0.754625,0.138746,-0.295468,0.016632,-0.562844,0.355504,-0.305531,-0.067148,-0.44988,0.325087,-4.7e-05,0.392346,0.03221,0.424982,-0.208523,-0.064491,0.0
aubrey,4,20.901842,0.853194,4.063159,0.432107,-3.035398,-1.448976,0.806389,2.238833,0.356269,0.65794,-0.662765,0.4125,-0.098444,-0.207325,0.263478,-0.175411,-0.684463,-0.664034,-0.035023,-0.045534,0.134029,-0.075124,-0.256713,0.383548,-0.039593,-0.037428,0.502999,-0.080783,0.191627,-0.038306,0.305052,-0.27661,-0.00414,-0.038508,-0.279117,0.184604,-0.071555,0.041667,-0.008013,0.022439,0.0
aubrey,5,-1.101243,-5.356768,3.070461,-0.384401,2.710825,0.718013,1.346382,0.373458,-2.480785,2.156961,1.510281,0.807412,0.954874,-1.172885,-2.857482,0.330495,-0.391164,-0.883644,2.571065,1.165578,1.201433,0.726711,1.067456,0.832188,1.540886,0.649613,0.869196,0.413259,-0.481731,0.590468,0.458022,-0.975979,-1.126032,-0.509594,0.923232,0.234834,1.027902,0.307344,0.679877,0.300812,-0.0
aubrey,6,4.774592,-1.47807,-0.023052,1.929919,-3.242601,-0.796668,0.682655,-2.871688,0.586411,1.929058,2.480883,0.369974,-2.072115,0.252004,3.608073,-0.830807,0.249941,-1.865638,-1.104639,1.186946,-0.745539,-1.694869,1.257545,0.744967,1.240476,-1.543587,0.006207,0.602833,-0.345978,0.870112,1.092006,0.389263,-0.259463,-0.607253,0.705888,-0.14562,-0.341397,0.336138,-0.335209,1.099988,-0.0
aubrey,7,-7.839096,-0.639628,2.478079,5.043662,3.960743,-1.021902,-0.403843,-4.263339,0.651583,1.037643,-2.496262,-2.190439,1.011412,-1.072874,-0.112665,-1.462019,0.394226,0.078672,0.594798,-0.849286,-1.579685,-0.169055,1.177952,-0.966176,0.021562,-1.082222,-0.344009,-0.469837,0.541051,-0.690089,-0.056323,-0.01325,-0.029599,0.316634,-0.349223,0.000665,-0.275208,-0.520366,-0.081185,0.157445,-0.0
aubrey,8,-1.09748,-2.439293,-1.325171,1.926773,-3.217898,2.151338,0.546262,-0.308732,1.756059,2.832562,-0.844702,1.782058,-1.406835,-1.939376,0.542073,0.239093,-0.042374,-0.133059,-3.784879,1.870201,-0.430645,-0.38335,-0.33118,-0.339481,0.425118,-1.409315,1.774038,-0.008333,0.755872,-0.801733,-1.29357,-0.838925,-2.391302,0.591021,0.477434,-0.094738,-0.153867,-0.509632,-0.810951,0.475522,-0.0
aubrey,9,6.111568,3.59873,3.670651,-2.386948,-2.038359,-0.252736,3.903873,2.168024,2.509397,-1.559257,-0.591078,1.422724,2.486578,-0.97682,0.92691,0.471908,-0.240496,2.25117,-1.304087,0.974509,0.92344,0.497257,-0.66029,0.163252,1.734936,0.294822,0.189091,-0.057042,0.521788,-0.107212,0.218593,-0.560815,-1.044935,0.418138,-0.353588,-0.16993,0.221348,-0.356285,0.266374,-0.170776,-0.0
aubrey,A,9.319691,0.592878,6.004702,1.169881,-2.714483,-4.661709,3.20532,-2.33022,-1.171183,-1.536824,-0.286436,1.83334,0.07713,-0.334851,0.719298,0.525574,0.266392,-0.263454,1.035989,1.127741,1.53168,0.155931,-0.907412,0.676467,0.571421,2.149291,-0.169053,-1.20548,-1.464894,-0.142726,0.700074,-0.576747,-0.96513,-0.815072,-0.59127,0.287178,-0.655258,-0.082817,0.241494,1.177033,0.0
aubrey,B,3.153808,1.414247,3.41955,-0.09451,-1.055056,2.739334,-2.447368,-0.774462,2.267856,-0.908957,-0.150952,-2.372835,1.795689,-1.859557,0.894015,-1.028823,1.744163,-1.328577,0.619276,-0.422365,1.9194,1.40455,0.129929,-0.576907,-1.436679,0.127353,0.05665,0.669069,0.203108,0.179561,-0.612786,-0.489993,-0.15795,-0.030198,-1.744763,-1.390362,-0.280428,2.487951,-0.180292,1.058039,-0.0
aubrey,C,8.655001,4.618297,0.518078,-3.398089,-2.322982,-1.464257,-0.843164,0.170399,-1.457699,-1.1645,1.132605,-0.027662,-0.265608,0.407686,-0.089561,0.383437,-0.604353,-0.156168,-0.481144,-0.172409,-0.369098,-0.300665,-0.041661,-0.186062,-0.700577,-0.150564,-0.128515,-0.313081,0.616064,0.395561,-0.245434,0.025296,-0.03614,0.095119,0.013598,0.101781,0.221146,-0.165171,0.143145,0.090576,-0.0
aubrey,D,-1.643457,-3.327902,2.544509,-0.997207,-0.103507,-2.198561,1.566057,0.718082,-0.062361,0.715649,0.371938,-0.447629,-2.238443,1.772698,0.077366,-0.659028,0.951437,-0.717073,0.557295,0.71355,-0.541421,-0.704836,-0.630592,0.762879,0.064251,0.027138,0.58875,-0.620845,-0.141267,-0.292026,-0.771422,-0.20368,-0.188271,0.27567,-0.254957,0.290163,-0.066783,0.173648,0.445645,-0.043711,0.0
aubrey,E,-0.030996,6.069526,-4.258529,0.698684,2.853915,-2.496417,1.865899,0.304157,3.140288,-2.323253,0.378452,-0.510463,-1.19505,-0.610867,-0.756603,1.166006,0.202993,0.660194,-1.481073,-2.260069,-1.608897,1.681248,-0.74421,1.174454,-1.597548,-0.028314,-0.394282,0.267193,0.842606,0.42239,-0.103253,-0.484088,-0.812742,1.418809,0.334531,-0.191966,0.659551,0.092603,-0.203879,-0.417036,0.0
aubrey,F,8.19384,-0.100328,5.504,1.370128,1.924391,-3.268553,0.564746,0.482026,-2.873767,1.536286,-2.584759,0.376912,0.513116,2.469801,0.096623,-3.533096,-1.71658,0.021581,0.571524,1.81598,0.076446,0.680482,1.094778,0.724365,-1.592817,-0.254343,-0.085359,0.399426,-0.914731,-0.126904,-0.111871,-1.019749,0.807791,1.032677,0.50299,0.799679,-0.499341,0.326971,0.189562,-0.508529,-0.0
aubrey,G,-6.033422,-1.876649,3.519704,-0.014932,-3.097065,1.726209,2.888192,-0.459017,0.245274,0.353638,-0.527752,0.097754,0.304425,-0.837728,1.116688,2.03445,0.721543,-1.395483,-0.490602,0.038705,1.088133,-0.678405,-0.631937,-1.178962,-0.175541,1.170331,-0.066225,0.017753,-0.562738,0.045921,-0.84453,0.435832,-0.585471,0.036793,-0.908347,-0.159586,-0.57564,0.20572,0.091748,0.076824,-0.0
aubrey,H,-3.344303,6.681156,1.772372,-3.36649,6.587396,-0.407301,-0.506915,0.683464,-0.779654,-1.280013,-1.433187,0.468234,1.064268,-0.374542,0.443052,1.14273,0.148572,-1.223769,-1.045269,0.18695,0.292188,0.209174,0.894013,-0.261491,-0.137731,-1.305157,-0.219576,1.270388,0.585191,-0.249595,-0.989848,1.097997,1.355675,0.869256,1.756104,-0.164259,-0.628122,1.336809,0.444054,0.898646,0.0
aubrey,I,-6.069459,0.385743,-0.239967,0.049979,0.014195,-0.006079,-0.07386,-0.276311,0.173497,0.25325,-0.198276,-0.164939,0.634937,0.469258,-0.184587,-0.107502,0.324475,-0.273983,-0.095769,-1.268168,1.661502,1.138809,0.489322,-0.481253,0.543001,-0.629029,-0.424434,-0.231707,0.088656,-0.142591,0.029811,-0.022959,0.013628,0.036687,0.041444,-0.013621,-0.00482,-0.018279,-0.020107,0.00481,-0.0
aubrey,J,4.133537,10.260587,3.31976,3.194487,4.75567,-5.220092,0.342198,-0.951828,-3.109474,-3.388685,-1.77145,2.259901,-0.839178,1.606833,0.213385,-0.468566,-0.145961,-0.571767,0.682604,-0.605855,-0.145335,1.128494,0.279061,0.329499,-0.292019,0.2282,0.383815,-0.469254,-0.845021,-0.318476,-0.117954,0.239861,0.050173,-0.377078,-0.039172,-0.313636,-0.019719,-0.333045,0.058601,0.08582,-0.0
aubrey,K,-2.721271,-2.402443,-1.800652,-0.09275,1.891042,0.931826,-2.466157,-0.189439,-2.912412,-2.474161,2.947222,-0.814599,-2.019768,1.535106,-0.117105,-3.809999,0.317436,-1.174445,-4.014609,-1.409461,1.768627,-0.6949,1.977455,-0.069103,-1.447687,0.525994,0.499754,-0.921916,-0.030343,-1.515688,1.171923,-0.494899,-0.110719,0.66112,1.462607,0.475503,0.371885,0.742731,0.366979,1.300579,-0.0
aubrey,L,-8.020539,5.15622,3.754911,0.021552,-3.260551,2.914231,0.792432,-1.649198,-1.990006,2.29058,0.341853,-0.810098,1.111474,-2.570983,-2.327299,-1.926943,-0.836331,0.2358,0.43234,-0.937552,-0.667498,0.834632,-0.274131,-0.696675,0.90561,-0.941775,0.98887,0.977341,0.01994,-1.928338,-0.962652,0.957439,-0.733653,0.944838,0.372977,0.282354,0.391842,0.551891,0.397271,-0.002242,0.0
aubrey,M,-9.66603,3.161374,-0.507882,2.37028,0.081072,-3.217276,1.650512,1.175188,-0.699013,-1.422469,-0.94675,-0.426794,0.929514,-1.645228,1.367956,-1.458413,-2.258329,-0.559564,0.596295,-1.688487,-0.863077,1.279582,-0.381094,0.439282,-1.130911,-0.03205,-0.366504,0.223635,0.733269,1.154271,-1.722413,-0.007836,2.454929,-0.43295,0.362735,-2.068164,-1.097912,-0.977522,2.853319,0.61416,-0.0
aubrey,N,1.67436,6.003255,-0.542762,-0.620928,-2.115487,-3.023737,0.588803,-5.21899,0.478399,2.577801,2.794164,0.728361,-0.970469,-0.162582,2.120414,-1.503477,-0.19424,-0.525075,-0.830183,1.038053,0.629956,-0.834112,-0.359879,-1.816451,0.062385,0.273168,-0.167757,0.024963,0.371167,-0.374354,0.46181,0.051391,0.237363,0.461101,0.995806,-0.42131,0.24009,-0.04589,-0.099205,0.41519,0.0
aubrey,O,-4.241313,-2.387352,2.526952,-2.241946,-1.004702,0.463137,0.39666,-0.083655,0.941921,-0.927367,0.549721,2.286938,0.650215,0.195261,-0.48846,0.276851,-0.340764,0.097989,-0.292004,-0.212053,0.081427,0.43197,0.040872,0.870957,0.025417,0.126658,-0.04537,0.098043,0.165051,0.122174,0.267729,-0.211004,0.355001,0.140287,0.281728,-0.32051,-0.1881,0.2023,-0.152955,0.238939,0.0
aubrey,P,-1.852629,-5.394186,6.940451,-0.010654,2.761052,0.408809,-0.175497,3.172956,-2.211133,-0.4351,-1.951505,-0.786973,0.8698,-1.945196,0.31972,-0.071947,-0.231383,0.567288,-0.092064,0.533074,0.288969,2.299179,1.075554,1.660656,-0.787051,0.161471,0.048141,0.415325,0.782192,0.592742,0.725733,0.254702,0.593788,-0.434644,0.602818,-0.641547,0.41345,-0.59075,0.401753,0.506493,0.0
aubrey,Q,-3.600762,-0.548034,0.761785,-0.921242,-0.187526,1.493701,-2.295246,-0.61215,0.82978,-1.280967,-0.317112,1.339594,1.996185,-0.998097,0.918177,0.249363,-1.055405,-0.945244,-0.01376,0.430386,-0.109272,0.861952,-1.251245,-0.179233,-0.358225,0.397025,-2.150892,0.267731,-1.725395,0.923468,-0.160324,-0.392803,-0.461558,-0.150195,-0.389364,-0.015453,-0.519454,-0.806049,0.023174,-0.361373,-0.0
aubrey,R,-4.601895,1.786456,1.519073,-1.054981,1.20995,3.00212,-1.255162,-0.621185,-5.241771,2.956046,2.183798,-0.187245,2.658347,-1.686175,-0.284489,2.06672,-1.290437,1.976037,-1.485795,0.830865,-0.080019,-0.904063,-1.070495,-0.214299,0.056534,-0.292073,-0.231516,-1.259272,-0.560518,-0.926923,-0.646281,0.025526,0.7276,0.32951,0.670529,-0.453111,-0.055244,-0.10524,1.08601,-0.190401,0.0
aubrey,S,-6.148058,-3.851866,-2.604962,1.784925,-3.235551,0.207775,2.436525,2.325601,2.510815,-1.200251,-1.43684,-1.357053,0.503843,-1.741703,-0.593346,-0.07652,0.724831,-0.12551,-1.189853,-0.291732,1.503695,-1.788953,0.957565,-0.448297,-0.182191,0.383276,-0.475258,1.803513,0.043338,-1.998421,-0.272056,-1.359006,-1.032238,-0.197099,-0.056352,0.088089,-0.234871,-0.511212,0.136031,0.508821,-0.0
aubrey,T,-4.487209,2.589496,-2.5862,2.72531,-2.256845,-2.523773,0.138584,-2.461055,0.978925,-0.178873,-1.137412,-0.516066,0.046767,-0.327828,-1.304701,-0.140493,0.681396,-0.299617,-1.175081,0.565683,-0.010038,0.041209,0.6992,-0.587107,0.783493,0.805326,0.998139,-0.369053,-1.49969,0.335666,2.552363,-0.712616,-0.013153,-0.09403,-0.809347,0.836286,0.455933,-0.190058,-0.280843,-1.317403,-0.0
aubrey,U,0.940362,1.782191,-0.307489,3.530809,0.131163,3.185596,0.265631,-2.09096,-0.955604,0.609112,-0.583954,-0.509636,0.041282,-0.620089,-1.385921,-0.863568,0.412239,-0.469479,1.231822,0.943905,-1.004096,0.820519,0.008681,-0.995298,0.314429,-0.38294,0.23168,-0.228387,0.415005,-0.949848,-0.024453,0.297421,0.107151,0.206037,0.52882,-0.110988,-0.223017,0.202991,-0.032634,0.070556,-0.0
aubrey,V,1.845545,4.213799,-1.108187,0.247578,-0.580737,-1.956015,0.651009,-1.548116,-0.422717,-0.168015,-2.29098,0.792316,-0.04223,0.037651,1.563576,0.818554,0.627385,0.232383,-2.95397,0.512477,0.180679,-0.696281,1.069017,0.046608,2.56971,-1.386313,0.853044,-0.481115,0.881188,0.600771,1.002894,-0.113179,1.3764,0.240874,0.133181,0.615652,-1.061774,-1.090607,0.236534,-0.395185,-0.0
aubrey,W,-7.521304,2.801034,1.059167,0.544402,2.626523,0.956641,-2.662969,-0.356252,-2.37392,0.172483,2.366336,0.725048,0.141199,-1.218525,2.668695,-3.487873,-2.647071,-0.962442,2.743737,-0.611048,0.38958,-0.649216,-0.986783,-1.442693,-0.305115,-1.240562,-1.890486,0.232991,0.751463,0.351368,0.418963,-0.469177,-0.618311,0.03668,-2.469682,1.111875,-1.218158,0.743421,0.301613,-0.960738,0.0
aubrey,X,5.356449,-0.159349,10.045608,1.453496,0.247834,3.429387,-2.79882,2.955782,-0.350237,-1.417315,-2.392294,0.097633,-0.560509,0.322666,0.048095,-0.354249,0.010637,0.26064,-0.762345,0.228782,-0.416348,0.147347,-0.017877,-0.167276,-0.052291,-0.162898,0.130754,-0.091959,-0.019711,-0.003306,-0.001946,-0.002149,-0.009565,-0.001601,0.005091,0.000435,-0.000811,-0.002748,-0.001088,-0.001528,-0.0
aubrey,Y,-1.871402,-1.864382,0.112876,1.143337,0.069429,-0.75364,-0.031915,-0.55568,1.923759,0.862244,-1.595339,-1.090284,2.539634,0.066915,2.288841,1.919524,1.881705,0.172633,-1.619428,3.292332,-0.116045,0.974247,-0.574665,2.458964,-2.589212,0.506334,-0.260054,1.204181,0.93726,-1.880649,-0.150262,-1.452209,1.273243,-2.408045,-0.315776,-1.056503,-0.155096,0.85896,1.319892,1.260567,0.0
aubrey,Z,2.268787,-4.047377,1.784278,-1.724288,0.240511,1.051811,-1.665753,-1.569472,-3.361052,-1.669224,1.583936,0.104727,-0.04954,0.703826,-2.45901,-1.817039,1.270777,-1.989989,1.430957,-1.170136,-1.217308,-0.006307,-0.517427,0.726946,-0.525596,0.783902,0.839826,-1.000703,0.48703,-1.078955,0.461935,0.472639,1.03778,-0.486787,0.25286,0.831858,0.236632,-0.898377,0.587945,-0.396022,0.0
aubrey,a,-1.215712,0.268965,2.726612,-1.905247,-1.523185,-2.152493,-2.784882,-2.783214,-1.269866,-0.382932,0.683195,1.504469,-0.236194,-0.781972,1.990885,-2.521808,0.40073,-1.1454,0.023031,1.418394,-1.242173,-0.258054,1.841206,-0.706331,1.811045,-1.887704,0.244145,1.412901,-3.447168,-0.859654,-0.895457,-0.068863,-1.200491,-1.543849,-0.459629,1.048478,0.613205,0.601148,-0.119872,0.344277,-0.0
aubrey,b,-0.726797,0.527664,-2.568468,-0.931786,-2.859839,-1.083072,0.627484,1.371234,-0.35201,-0.077326,0.692802,-1.717001,1.516133,-1.082659,0.815177,2.284006,-0.047295,-0.500255,0.910402,2.684219,-0.032393,1.003198,0.722219,0.207469,1.705086,0.06999,0.190564,-0.97917,2.037708,-0.832024,-1.033293,-0.701324,0.179833,-1.134779,-0.295048,1.573908,0.562627,0.053579,-0.251689,1.278105,0.0
aubrey,c,5.90612,3.122179,9.793395,-0.314007,-3.200361,-0.507217,-0.98132,-0.00276,-0.117049,-0.268019,0.647154,-0.624401,-0.164909,-0.216103,0.100383,-0.477651,-0.154965,-0.48486,0.318169,0.116735,-0.027107,0.208361,-0.102935,0.286149,0.203979,0.090985,-0.098594,0.204735,-0.406439,0.092459,-0.09856,-0.181215,-0.34616,0.04328,-0.173417,0.169458,0.059259,-0.082765,-0.104775,0.01968,-0.0
aubrey,d,-2.388672,0.515684,-1.429975,1.353689,1.179942,-0.418629,0.098501,-1.440305,-1.561434,-0.211945,-1.977235,-0.442596,-0.241913,0.952896,-2.395564,0.349166,3.929502,-1.220004,0.066023,0.708223,0.486998,-0.23103,-0.566954,-0.038781,0.803326,1.136155,1.038557,0.654278,-1.518481,-0.097754,-0.610395,-1.202153,2.119276,0.909945,0.356543,-1.18343,-0.230047,-0.257653,-0.716005,-0.068081,0.0
aubrey,e,2.412942,3.497204,0.234155,1.197564,3.157677,0.018415,0.796852,-2.332022,-2.310242,-0.797044,0.883442,-1.192556,-0.00824,2.930416,-2.26405,-2.0384,-0.744078,-1.100445,1.692049,-1.012109,-0.395188,-1.516929,0.555803,0.107352,2.893485,1.345123,-0.067716,1.024508,1.244973,-1.547012,-0.459884,0.024392,-0.324077,-0.007386,0.443295,0.187709,0.759292,-0.263555,-2.425864,0.872387,-0.0
aubrey,f,0.568231,3.51741,2.301046,-2.37196,-2.050467,-1.394442,0.730904,0.36927,1.181787,-0.726021,-0.820853,2.65276,-1.629664,0.504985,1.295173,0.159784,-0.488536,0.577305,-3.355501,-0.770857,0.210723,1.996796,2.193694,-1.025696,-2.204813,-2.217377,1.996763,-2.230832,1.317081,-0.338672,1.250589,-1.497467,-1.267735,0.359788,-0.115161,-0.653907,0.120483,0.133584,0.252418,0.178272,0.0
aubrey,g,-2.27726,-0.988278,1.145038,-3.500524,-3.330705,3.254504,-2.535643,-2.457436,-1.147486,2.019416,-3.190979,2.753783,-1.405769,1.919086,2.449664,-1.112909,0.731877,0.832206,-0.343568,0.971166,0.442923,1.656897,0.416051,1.022414,0.002088,0.656771,-1.559272,1.415944,1.363418,0.253003,1.013431,0.381088,0.011565,0.636678,-2.077967,0.332002,-0.170254,-0.23437,-0.64413,-0.555543,-0.0
aubrey,h,-0.523515,0.984372,3.099952,0.019924,-0.206734,0.408789,1.818453,-0.698416,1.349969,1.490224,0.692926,0.59842,-2.275182,-1.457195,1.0933,-1.067115,0.646295,-1.876712,-0.255785,-1.148311,-0.211039,-1.228991,0.794861,-1.786045,-0.845588,-0.990365,1.300227,-2.100973,-0.441741,0.288425,-0.603566,1.330083,0.559822,0.01233,-0.66617,-1.054521,2.422605,0.498055,-1.503098,0.495531,0.0
aubrey,i,-3.020375,-0.478888,-0.168471,-0.403491,-0.755261,-0.256593,-0.527584,-0.432195,0.206272,-0.689242,-0.543865,-0.743848,-0.041344,0.228357,0.974784,0.652811,-0.051087,-0.739384,0.50333,-0.613097,0.817004,2.20311,0.16873,0.872742,0.328645,0.100206,-0.092915,-0.051657,0.15367,-0.442411,-2.141042,0.522747,0.237363,-0.745547,-0.851655,1.622365,-0.729389,-0.845955,-0.054463,0.148248,-0.0
aubrey,j,-2.862925,1.39054,1.730056,-0.480694,-1.589798,2.331273,-3.373177,-0.289748,1.521336,1.415993,1.134424,0.980158,-1.121673,0.984845,-0.251637,1.083709,2.488516,1.170877,-0.072987,-1.049179,-0.512283,0.546998,0.06448,1.009487,0.076537,2.318157,-0.617528,1.053271,0.693881,-0.540795,-1.167714,-0.592872,1.328358,2.34182,0.381519,1.220518,0.659768,0.265411,0.05582,0.112501,0.0
aubrey,k,-2.040335,2.167224,-0.096345,-2.269519,-2.968947,-1.883294,-4.799795,0.41392,-0.659,1.048934,-1.511098,1.040485,-1.342158,-0.82613,-0.320144,-0.403647,0.311296,-2.206136,0.019755,-0.410826,0.16517,-0.408089,-3.402658,-0.51353,-0.474138,0.112062,1.631799,0.145381,-1.42335,0.969176,2.51033,-1.305669,-0.998496,-1.624006,0.142069,-1.079106,-0.919746,-0.748609,-1.339567,-0.429733,-0.0
aubrey,l,0.244236,6.042058,-1.765217,-1.405888,1.35409,1.921029,2.552248,3.149316,-2.235815,0.305458,1.38145,-2.025899,-3.124559,0.686101,-0.825548,0.733466,1.73144,0.308889,-0.100464,-1.217982,-0.079886,-0.111876,-0.099967,0.281323,-0.132105,-0.382675,-0.487547,-0.255174,0.002692,-0.004836,-0.016856,-0.006426,-0.000648,-0.007997,0.001303,0.000336,-0.000239,0.000395,-6.3e-05,2e-06,0.0
aubrey,m,-2.214286,3.974388,1.548759,-0.911232,-0.28095,-3.245015,1.586287,-1.92171,-1.742473,0.106474,1.899186,1.841723,-1.561109,-0.851355,1.023202,1.021898,2.18388,0.781958,0.328613,0.315423,-2.18868,1.150824,-0.352189,1.2891,0.438975,-0.968381,-0.639682,0.067433,0.689486,0.541388,-0.59139,0.049315,0.783518,-1.374338,-2.011521,-1.423575,-0.929336,0.466337,-0.830398,-1.019664,-0.0
aubrey,n,-1.385196,-2.098163,-0.227826,-0.260786,1.544803,-2.734123,0.480772,0.560527,1.245225,1.551697,-1.061738,0.324066,1.00128,0.279015,1.698705,-0.638246,-0.674249,-0.808979,-1.758959,0.257453,2.149097,-0.003789,0.149046,0.27115,0.348668,3.023138,0.228488,0.030212,0.818899,-0.618785,-1.09604,0.636471,-0.451029,-0.442227,-0.91024,0.005763,0.438079,-0.714637,-0.151887,0.123325,-0.0
aubrey,o,-2.393788,3.162711,-1.355407,-0.388694,-0.659255,1.416702,0.320072,0.333691,0.787403,2.55136,1.234481,1.654001,1.995733,-0.556094,1.713802,-0.032608,0.26915,-0.197816,-0.376863,0.091941,0.236258,-0.051646,-0.640861,0.421167,0.219936,0.816006,-0.498283,-0.677292,-0.472266,0.850343,0.307781,0.477544,0.429754,0.08591,0.14279,0.00354,0.632175,0.131806,0.093368,0.142504,0.0
aubrey,p,0.222169,1.589876,2.160835,2.347503,-0.063896,-0.797829,-0.205416,0.652758,2.972617,2.800999,0.728247,0.254396,-0.14111,1.275762,-0.984134,0.537133,1.395588,0.411974,0.217183,-0.762875,0.819088,0.18229,0.747442,-1.617334,0.325278,-0.644737,0.407364,0.150391,1.323733,1.764642,-1.286953,-0.763475,-0.140329,-0.898915,-0.069195,1.365017,1.259292,1.723789,0.860255,-0.802582,-0.0
aubrey,q,3.009472,0.517446,0.823299,0.131766,-1.281694,-1.884241,-0.35569,1.096723,0.266038,-2.379287,0.597894,-1.22892,0.790905,0.866205,-1.398461,-3.144516,-0.652008,1.068187,1.24088,0.537005,0.386555,0.100648,1.192496,1.546708,-0.537278,1.138663,0.91524,-2.088167,-0.21919,0.705036,-0.089045,-1.053485,-1.071647,-1.153758,2.195335,-0.036435,0.373323,0.65404,0.880276,-0.171188,-0.0
aubrey,r,-1.743324,5.588848,3.001161,-1.349048,1.919562,1.853428,0.157332,-0.579023,0.750355,-0.654383,-1.61155,-0.494869,-1.148148,-0.096467,1.351536,0.239707,-1.30821,1.093217,-1.067307,-0.350839,0.724381,-0.168027,-0.835896,0.390998,-0.401207,0.357514,-0.372653,-1.631695,-1.240666,-0.697408,-1.427636,-0.372089,1.50628,2.015386,-3.01442,-0.104448,-0.048124,-0.685915,-0.587927,0.940941,-0.0
aubrey,s,4.390905,-2.416921,0.881365,-0.171837,-1.11885,-3.958711,-0.94475,-1.094407,2.529194,-1.916729,3.710065,0.516954,0.067182,-0.741885,-1.588819,2.178076,-1.934385,-0.074937,-1.679987,2.410187,1.010357,-1.343454,-1.296788,-0.073026,-2.432985,0.650106,-0.692212,0.632666,-0.248712,-0.348794,-0.471682,-0.487199,-0.237436,0.076422,-0.715158,0.39209,0.352985,0.866874,0.556362,0.614117,0.0
aubrey,t,2.21531,-8.258819,-2.744967,1.738022,-0.176835,2.315526,6.639119,-1.373738,-0.193628,-0.614349,-3.043428,-3.179999,1.230263,-0.757952,0.340667,-1.394082,-1.188626,1.500324,-1.117687,-0.427015,-0.383072,1.519607,0.684536,-0.262277,0.141389,2.375365,0.097366,-0.120067,-0.760298,0.256632,-1.569612,-1.252352,-0.006413,-0.157212,-0.24578,-0.523005,0.73624,-0.126992,0.087763,0.25158,0.0
aubrey,u,-0.715192,-1.684694,0.313265,-0.42812,1.725014,1.650602,0.645415,-1.672534,-1.189042,-0.454886,-0.211368,-1.684649,0.411711,-0.358603,1.676822,-0.250007,0.612035,-0.69281,1.913258,-0.172435,-0.58247,-0.526348,0.543558,0.706094,-0.015312,-1.563878,-1.351907,0.243496,-1.140569,0.594914,1.735708,-0.473188,1.494097,0.357521,-1.072468,-1.447773,0.75113,0.395578,0.275862,0.337651,-0.0
aubrey,v,1.85326,-0.728954,-2.868805,0.274628,0.78159,-1.488063,-1.715185,0.771265,-3.556105,0.925761,0.663835,0.945846,0.457504,-0.087322,1.87651,-0.482741,0.14463,-0.655643,-1.966613,0.180499,0.879425,-2.824185,0.301037,-0.424212,-0.569152,-0.192652,-1.552689,-2.609433,-0.631223,-1.143935,-0.428605,-1.481502,1.179309,1.04452,0.550107,-0.055405,-0.178665,0.808764,0.988158,1.22117,-0.0
aubrey,w,4.957649,-4.331514,2.854852,2.643012,0.738392,-1.229274,1.093906,2.305539,1.838655,0.528192,-0.78393,1.114798,-3.123092,1.073216,-1.499909,-1.334858,0.215578,2.45555,0.824838,-0.802006,0.118099,1.465381,0.094179,1.623665,1.294099,-0.885669,-1.201865,1.838986,-0.836331,0.313263,-0.395269,-0.164046,-1.604577,-0.734724,0.428415,1.958911,2.806828,-0.328196,1.336226,0.620842,0.0
