font,char,pca0,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,pca26,pca27,pca28,pca29,pca30,pca31,pca32,pca33,pca34,pca35,pca36,pca37,pca38,pca39,pca40
germania,Z,-1.054077,-2.42795,5.054792,-1.020125,-2.925968,-3.391181,-0.152839,2.450284,1.69024,-0.529093,-0.404911,1.736231,1.27993,1.144034,0.704237,-1.32087,-1.107185,-0.152956,0.811169,-0.604736,1.348486,-0.67609,-0.305442,-0.83372,0.046456,0.039929,1.601767,1.572746,-0.427325,0.978793,-0.86449,0.082868,-0.027168,0.049414,0.436263,0.403018,0.700408,0.538038,0.641589,-0.26174,0.0
germania,a,-2.1872,3.257507,-2.554263,-4.367418,0.129377,-0.438243,-0.699702,3.46116,-1.529251,-1.10783,0.294275,-0.459558,0.436728,0.660354,1.45251,2.115903,-2.701276,2.511868,-0.356078,-0.3649,0.816133,0.154569,0.304519,2.157674,1.026393,-2.879561,-0.242508,-0.073559,0.203371,-1.544134,0.779148,-1.053956,1.02202,0.576849,-0.942792,-0.042562,0.632178,1.574639,0.387102,0.139329,-0.0
germania,b,0.718052,5.348703,-4.276326,4.490902,-2.764547,4.628993,2.261625,-1.798002,1.096664,-0.973677,-0.517976,0.714518,-1.235113,-0.332485,-1.634929,-0.467581,-0.509078,0.171754,-0.450498,0.04497,0.738702,-0.355173,0.147243,-0.083036,-0.421563,-0.22988,0.513355,0.605607,-0.050228,-0.16743,-0.410944,-0.19641,-0.093674,-0.122496,0.458822,-0.107247,0.113345,-0.073899,0.563038,0.304538,0.0
germania,c,0.347159,1.905778,-1.2404,8.838531,-1.925762,0.27874,1.603811,0.595333,-0.767889,-0.695516,-0.558365,-0.149128,-0.454358,0.044723,0.206276,-0.25825,-0.875407,0.324375,0.090489,-0.381153,0.164859,-0.005445,-0.420548,-0.20148,0.096429,0.001802,-0.177148,-0.048235,0.054088,-0.338591,-0.172608,-0.432975,0.274694,0.037336,0.025078,-0.026361,0.042394,0.123955,-0.30698,-0.10962,-0.0
germania,d,-2.981611,3.79538,-0.710391,-7.756436,1.380994,-1.786012,0.58346,-1.591179,-1.128274,-0.256244,1.722372,-1.417556,-2.039055,1.596029,-0.188412,0.892543,-0.570554,0.38187,-0.963507,-0.366496,0.473609,-0.2939,0.339726,0.143709,-0.056176,0.253473,0.167398,-0.113737,0.756222,-0.223427,0.211946,-0.06381,0.404532,0.059814,0.397274,0.362926,0.086615,-0.244549,0.015177,-0.088968,0.0
germania,e,2.110504,2.00484,9.087091,-2.358877,-4.319899,1.250889,0.860755,-1.967162,1.120238,-0.502529,-1.430718,2.501638,0.2112,0.665729,1.292953,0.676563,-0.805335,0.00774,0.979268,-0.232015,-1.261997,-0.912038,0.282281,-0.855074,1.741117,-0.068251,-0.245873,-0.490974,-0.308239,0.074248,0.639924,0.565226,-0.971764,-0.561742,-0.346122,1.089698,-0.793699,0.215174,0.50894,0.465221,-0.0
germania,f,-1.02134,5.477892,1.98289,-0.806692,-2.430514,-1.069802,-1.595134,1.301763,1.012841,0.137375,-1.700259,-0.152216,-0.869216,-1.170104,-0.935296,0.730229,-1.06531,0.223145,0.853349,1.522534,-0.679905,0.36569,-1.200091,-1.290108,0.226514,-0.851708,-0.926677,-0.602203,-2.115704,-0.14106,-1.039265,-0.726295,-0.667706,-2.765167,0.098867,-0.267081,-0.613258,-0.545357,-2.504293,0.092092,0.0
germania,g,-1.907346,-3.410213,-2.863427,-0.510113,-2.419502,3.692905,-3.687554,3.057809,-0.107918,-4.272395,1.936713,-1.15432,0.582461,0.264666,-0.088941,0.944848,-2.807718,-2.132326,-0.460038,-1.015571,0.957221,2.507071,1.116677,0.292277,1.35471,0.688637,-0.179344,-0.33155,-0.784113,0.374516,-0.616555,-1.43768,-0.453539,-0.471496,-0.073697,-0.285613,0.004058,0.478954,-0.358468,0.577634,-0.0
germania,h,-5.785785,2.500512,1.192777,-5.184275,3.747654,2.607001,3.598435,-0.051951,-1.874741,-2.086229,-1.017935,2.562517,0.128376,0.723473,0.348775,2.557477,0.963882,0.772243,-0.214197,0.16402,-0.185295,-0.222661,-0.683777,0.171335,0.005867,0.178708,-0.462697,-0.154213,-0.422345,0.826125,0.005631,0.258462,-0.478862,0.630793,1.038794,-0.171019,0.188462,0.206843,0.217627,0.038301,0.0
germania,i,-2.8294,3.631746,3.488166,-0.957335,-0.947025,0.653265,1.152593,1.703373,-1.106016,0.587998,0.770918,0.875337,0.79282,-0.679528,1.166998,-0.421401,-1.758194,1.887841,-1.801711,1.317924,-1.177926,0.179761,-1.754886,1.416246,-0.636826,-0.015503,-0.702833,-0.989619,1.151825,0.675068,-0.585081,-0.208784,-0.39619,-0.118225,0.581149,0.251633,-0.012521,0.026952,-0.188064,-0.087291,-0.0
germania,j,2.751612,-4.110635,-0.231782,-1.323245,2.136334,-3.410913,1.43817,0.00929,0.430882,-1.016487,1.298325,1.677115,1.002484,1.990149,3.272735,-0.842154,1.639529,1.149443,0.987655,1.614487,0.262024,1.04699,-0.935953,0.542871,-1.867076,0.765958,0.038763,-0.848428,2.315048,-0.247692,1.300696,0.783503,-0.37096,0.706107,0.727793,0.195088,-0.420287,0.187084,0.315114,-0.513935,0.0
germania,k,1.762503,-2.517876,-0.364568,2.509297,0.715987,3.463966,-2.353575,4.140134,-2.733843,-0.801801,-5.840967,-1.702603,-0.589055,-0.612808,1.692788,-0.629879,-2.10591,0.241351,0.482069,3.028355,1.699367,-1.343919,1.602718,-0.526539,-1.230502,0.74389,-0.004311,0.83594,-0.023093,-0.380061,-0.249296,-0.295554,0.273217,-0.042099,0.60322,-0.331487,-0.084732,0.181366,0.173619,0.030843,-0.0
germania,l,3.397763,-0.706397,1.423825,-0.125719,-0.201042,0.692028,0.037845,-0.019985,0.139175,-0.098663,-0.699915,-0.511172,0.62178,0.004521,0.320334,-0.546396,-0.201689,-0.541202,-0.38238,-0.422253,-0.413864,0.322711,-0.6792,-0.316962,0.552229,0.547985,-0.680509,-1.19538,-1.841886,0.471879,0.213004,-0.175926,-0.079884,-0.019692,-0.003103,0.004588,0.002186,0.002517,0.002892,1.8e-05,0.0
germania,m,-6.731966,2.363401,-2.865837,2.033994,7.021413,-1.00974,0.847214,0.660891,0.867457,0.431988,-0.291307,-0.479959,-1.48509,0.874195,-1.830049,-0.251318,-1.391274,0.047334,-1.865534,2.090189,-0.454121,0.306303,0.327505,0.51144,0.233872,-0.378129,0.55937,0.865107,-0.696672,-1.004342,-0.135258,1.084262,-0.831191,-0.074711,-0.372113,0.681019,0.013191,0.386439,-0.210666,0.060755,-0.0
germania,n,-5.279111,-2.068802,3.962967,7.631844,0.478888,0.054397,0.111984,-0.229904,-1.812949,0.382437,-0.092403,-0.618846,-0.601814,0.267963,-0.582974,-0.599621,0.455452,-0.113866,0.149381,0.064575,-0.159938,0.726116,-0.412057,-1.065404,-0.484772,0.029458,0.1912,0.135651,-0.453391,0.12773,-0.051893,0.498051,-0.184112,-0.132693,-0.376064,-0.04738,0.088729,-0.160105,0.064649,-0.091931,-0.0
germania,o,-8.68278,-3.410828,1.138732,-0.548273,-0.364476,0.050315,-0.577495,0.970903,-0.143788,-0.415622,0.413927,0.156731,-0.95886,-0.266146,0.375042,0.109168,-0.205432,-0.019965,-0.364772,0.17542,0.1005,0.019775,0.130596,0.597212,-0.237731,0.121589,0.267225,-0.031052,-0.079064,-0.17148,-0.053431,-0.03492,-0.090963,-0.052286,0.096943,0.156659,-0.030517,-0.163763,0.046349,0.087312,0.0
germania,p,3.973717,2.885429,7.538216,-2.580689,-2.313946,1.681791,0.457681,-0.103067,-1.155551,-1.734289,0.956051,-1.518136,-0.466845,1.628284,0.183993,-0.712284,-1.418552,-0.963469,-1.013633,-0.383601,0.441219,-0.815545,-0.620651,0.444272,-0.215284,-0.152432,1.03075,-0.176881,-0.472121,0.233186,-0.087323,-0.674854,0.426311,-0.212535,0.112936,-0.1583,-0.09401,0.427367,-0.258213,0.385426,-0.0
germania,q,7.30343,-1.151189,-4.333418,6.780761,-1.494418,3.27972,-0.242068,-0.248591,1.081607,0.184543,-1.476016,0.273375,0.606964,-0.297511,-1.280935,0.041101,-0.599405,-0.688983,0.35891,-0.167638,-0.451299,-1.348862,-0.932022,-1.154535,-0.134225,0.233079,0.600502,-0.131358,0.010262,-0.070336,-0.359162,0.123039,-0.064976,0.328607,0.213793,-0.075017,0.277826,0.209421,-0.531209,0.069333,-0.0
germania,r,-3.287482,0.844229,3.425313,2.100398,-1.221932,0.796816,0.276118,-0.27102,0.719197,1.563837,2.022297,-0.467663,1.420499,-0.623219,-2.504997,2.680323,-0.498732,0.174239,1.094755,0.312472,-0.71092,-2.289702,0.228507,0.13422,-1.978611,-0.002355,0.807622,0.893558,-0.527499,-2.679256,-0.69488,-1.990377,-0.663295,1.03082,0.868796,1.379804,-0.999578,-0.209276,-0.331579,-0.166769,-0.0
germania,s,-4.645857,-2.395291,0.689513,-5.078564,-2.804829,-2.45996,-0.643353,-2.671948,-2.72681,0.645029,2.525059,1.173886,-0.08275,1.350582,-0.27488,0.772269,0.779294,0.239714,1.314146,-0.501767,-0.350223,2.103194,-1.776121,0.588854,1.805041,-0.183793,-0.991933,-1.254825,0.074978,0.094637,0.686834,-1.248363,0.754057,0.721006,0.711809,-0.706405,-0.137371,0.108834,0.316264,-0.676475,0.0
germania,t,-3.762106,5.26422,0.233899,2.155843,1.098651,-1.534357,1.275882,1.897634,-1.533678,0.372807,-0.472288,-1.576091,0.601577,-1.650243,0.871389,-0.633674,-2.911773,-0.675057,0.381457,-0.891739,-0.920333,1.336836,0.396854,-0.538757,0.954273,-1.657197,0.696812,-0.26139,1.350046,2.294944,-0.682671,1.738359,0.908269,-0.536415,0.580618,1.11913,-0.925855,0.825805,2.147349,-1.780671,0.0
germania,u,-5.367987,-3.38835,8.934543,-0.172921,-0.948478,-1.66477,0.583563,0.700447,-0.603174,-0.130981,0.197305,0.775335,-0.000843,0.387393,-0.004428,0.659423,0.181205,0.83291,0.278524,0.019058,0.228288,-0.083255,-0.531193,-0.205198,0.192249,-0.35243,0.375216,-0.175555,0.137564,-0.21929,-0.07153,-0.180181,0.082008,0.208397,-0.230716,0.164014,0.011314,-0.024742,-0.07076,0.131893,-0.0
germania,v,-1.981119,7.3686,-5.63728,-2.533758,-0.207112,2.664311,1.833991,0.454434,-1.078706,1.224161,-1.195277,-1.53925,-2.305093,-0.796027,-0.825588,-0.105813,-0.395823,-0.48144,-0.46482,-0.654835,-0.74423,1.132812,-0.423583,-1.719051,1.021811,0.384277,0.910134,-0.252941,-0.747718,0.16826,-0.270861,0.387719,0.736304,0.058093,-0.304803,0.579319,-0.145777,-0.485955,0.318102,0.437983,-0.0
germania,w,-0.596993,-4.49895,3.087944,1.172926,1.398821,-0.733102,1.311225,-1.993387,4.500906,2.408184,-1.078699,0.886162,0.380649,0.199095,3.773568,-1.157563,-0.487568,0.762514,1.942722,2.193318,-0.113981,-0.836305,0.380866,1.085882,-2.785708,-0.08504,-1.011271,-1.823966,0.175364,-1.218602,0.127002,1.702314,1.643829,0.990608,0.371937,-0.739904,-1.172076,0.923603,-0.435948,0.737858,0.0
germania,x,3.525415,-4.176723,1.052205,2.505311,0.739139,0.411644,1.51734,0.135008,0.675593,-1.464825,-0.025761,-0.507707,2.970907,0.208899,0.686121,-2.213622,-1.381975,-4.016071,-1.258891,-0.021027,-0.957148,-0.090955,-0.02585,0.254164,-0.429818,-0.08969,-0.062266,-0.047877,0.042875,0.000621,0.004083,-0.00518,-0.022507,-0.01896,0.012416,-0.001143,-0.001442,0.001747,-0.004157,-0.004255,0.0
germania,y,-4.308431,3.867108,1.743226,1.433676,-7.026364,5.462224,-0.440527,3.19571,-1.073361,-0.776342,3.856125,-0.514928,-1.085176,-0.275914,1.208869,0.43513,-1.03079,-0.532915,-0.551939,0.710065,1.287728,0.530507,-0.294172,-1.290888,-0.569084,-1.320396,-0.135412,0.140163,0.312707,0.082788,0.096324,1.002376,0.276636,-0.422348,0.106468,1.014053,0.1314,-0.957106,-0.087905,-0.32721,0.0
germania,z,-1.751194,-3.202087,-3.308536,-0.114697,-2.185431,-0.981165,1.217314,2.143018,2.341415,-1.89699,1.831951,0.126418,0.700635,-0.561854,0.580146,2.072316,-0.991367,1.069418,1.238793,-0.112028,-0.258615,-1.213985,0.503811,-2.66582,0.788972,0.125119,-1.783596,-0.332499,0.697199,-0.538381,0.580976,1.218759,-0.759189,0.516342,0.688645,-0.416631,0.501856,0.125221,0.68289,-0.246312,-0.0
glassantiqua,0,0.355225,-0.024118,0.170653,0.578332,-0.044046,-0.156342,-0.443302,-0.169484,0.616416,-0.358416,0.845966,0.30445,-0.026357,-0.098816,-0.489719,-0.592712,0.541951,-0.637836,0.242384,0.634692,0.523295,-0.05958,-0.483533,0.862989,-0.199047,-0.251686,0.303702,-0.792786,-0.578524,-0.834013,0.836815,-1.370307,0.48328,-0.570607,0.154831,0.57064,1.260148,0.377091,1.152147,-1.330738,-0.0
glassantiqua,1,1.962253,-3.183121,0.800992,-0.818164,-1.436114,4.842116,3.153546,0.345013,4.543311,-2.365799,2.142328,-0.505604,-0.725738,-0.186384,-2.569729,1.953276,0.674009,-0.751712,-2.045697,0.170918,-0.100812,1.687667,-1.304524,-0.96206,0.679765,-0.373525,0.255193,0.37035,-0.563429,0.738279,-0.124603,-0.497039,-0.335089,0.139403,-0.061199,0.022268,-0.041021,0.10863,0.084881,-0.003958,-0.0
glassantiqua,2,2.603153,0.985666,3.42748,2.07977,0.746209,0.536533,2.9867,0.69134,0.101622,0.563738,-2.785444,0.78871,-0.372319,-1.659913,1.310905,2.170602,3.349149,0.116215,0.12091,0.141769,1.889398,1.235524,0.657365,-0.382428,-1.462413,-0.446696,0.827353,-0.923759,0.939206,-0.528642,1.281847,-2.305402,1.241019,-1.153818,0.350673,0.036197,-0.203571,-1.021034,0.981976,-0.524875,-0.0
glassantiqua,3,-2.266875,0.943533,1.336674,-0.943317,-0.916444,0.725207,-0.717918,2.103619,-0.47864,-4.137411,-0.889263,0.570307,-1.313103,2.288088,1.976548,-1.471047,-1.328488,-0.063428,2.205645,0.559703,-0.237663,0.855644,1.79404,2.69492,-2.048484,1.65948,0.948906,0.299252,-1.054398,0.225352,-0.636311,-0.790487,0.315948,-1.20228,0.984927,-0.541331,1.728137,-0.982245,-0.699396,0.980769,0.0
glassantiqua,4,1.708544,0.725278,-2.792873,2.034767,0.008339,-3.079149,-1.462375,-2.892988,-1.949751,1.179317,0.828044,2.191183,-0.66824,-0.735312,0.376017,-0.941896,-0.058582,-0.541366,1.137842,-0.450913,1.584378,-0.716787,0.506252,-2.919619,-0.934224,0.791753,-2.703474,1.504045,-0.096585,0.153302,0.645701,1.493016,0.291259,-2.261104,0.777371,-0.070253,0.595344,0.754809,1.237054,1.71355,0.0
glassantiqua,5,0.275039,-0.176557,-2.151054,1.448293,-1.837287,-0.828742,-1.750941,1.423842,-1.671001,0.168928,-0.906556,-0.306087,0.048395,1.204195,2.325619,-0.024765,-1.199907,0.680559,1.913336,1.748912,0.112401,-0.95784,-0.123884,-1.447871,1.501886,-1.696552,0.391115,-1.720518,0.632283,-1.419173,-1.573151,-0.226274,-2.405142,0.13179,0.09354,1.57936,-0.032108,0.5764,1.496009,-0.289472,-0.0
glassantiqua,6,-2.527621,2.910748,-0.016234,-1.289289,0.540157,-0.991421,1.361331,-1.188112,2.841957,1.513489,-0.495477,-0.938074,-1.658079,-1.195652,-2.526463,-2.591979,-1.17492,-3.046171,1.600339,-0.137199,-0.435136,0.040751,-2.046692,1.020578,0.37852,0.326268,-2.437434,0.209768,1.658313,0.170921,0.377776,-0.748098,0.289286,0.061813,0.462694,-1.16372,-0.190607,0.554937,-0.846291,-0.329757,-0.0
glassantiqua,7,-8.514353,-14.887161,3.9289,-3.742784,-1.950211,0.522027,0.11061,0.177743,-0.040464,-0.07942,0.59439,0.01778,0.285817,0.412369,-0.114625,-0.385189,-0.155307,0.078563,-0.160164,0.087156,0.062786,0.581367,-0.148869,0.42226,-0.082534,0.058707,-0.309263,0.172444,-0.158768,-0.154573,-0.102943,0.02616,-0.1296,0.154241,-0.062465,0.181523,-0.002551,-0.254218,0.005147,-0.069842,-0.0
glassantiqua,8,-1.635541,-2.82446,-1.661203,-2.003828,-1.561691,1.086973,0.273102,-0.212013,1.957189,3.836371,0.582891,1.015857,-1.167552,-0.660893,0.328885,-0.227499,1.033979,-0.526114,1.838551,-0.396936,0.801448,-1.588411,0.422594,-0.30976,-0.415132,-0.951412,0.059538,1.00355,-2.2198,1.578331,0.306984,1.0106,0.773527,-0.370491,-1.957212,0.777055,-0.324167,1.640399,1.471725,-1.801429,-0.0
glassantiqua,9,-4.001936,-2.647224,-1.119052,-2.367707,2.257553,0.861697,2.515768,1.60526,0.014178,-3.729418,-0.126428,1.314207,-1.211304,1.631195,-1.733617,-0.973279,3.113809,0.190273,-2.398696,-0.322434,-0.022937,-0.50561,-1.782028,-0.239582,-0.054319,-0.569464,0.677087,-0.349804,-1.573677,0.106278,0.173033,-0.082435,1.255317,0.442233,-0.135693,0.4553,-0.721281,1.120889,0.341575,0.506368,-0.0
glassantiqua,A,-0.755357,-3.847966,1.628964,-1.756491,1.035141,0.743306,1.002614,0.154927,1.371805,0.858185,0.954332,0.303234,-1.231508,0.685144,-0.496468,-2.935097,-0.41211,0.762012,-1.422902,0.657642,1.919565,1.764582,-1.452044,-0.586786,-3.563249,-0.649267,0.655639,-0.789918,-0.059955,1.715341,1.369789,0.441423,-1.070333,-1.278095,-0.62894,0.902228,-0.792831,0.80644,-2.799389,-0.884022,0.0
glassantiqua,B,2.653015,2.828317,0.901353,-0.368776,-1.783941,1.107093,-1.954938,0.530796,-0.065385,-1.534422,-0.582528,-1.262987,-0.01261,1.02872,-0.722287,-1.008493,-0.292826,-0.404359,-0.406938,1.709052,0.893684,0.737245,0.254134,-1.190598,-2.546602,1.663828,-0.505039,1.460166,-1.359732,-1.719876,0.292195,-0.444336,-0.53415,0.932555,1.802982,1.006813,0.02304,-2.312337,-0.534891,-2.050739,-0.0
glassantiqua,C,2.482746,3.387083,-0.38893,-2.08847,-2.649274,0.243757,0.450775,-0.67778,1.267578,0.616287,-1.833265,-0.445387,1.339582,-1.250805,0.008924,-0.528865,0.492087,0.09643,0.590829,-0.055329,0.666151,0.461814,0.28492,1.018794,1.44641,0.172653,0.283328,0.132654,-0.73367,-0.428518,0.327559,-0.094037,0.314483,-0.132059,0.200202,-0.330425,-0.154636,-0.087469,-0.13172,0.562537,-0.0
glassantiqua,D,-0.14244,0.535557,-0.239342,-0.272536,0.734642,-0.708826,0.213478,-0.565466,0.611871,0.989661,-0.390133,0.56869,1.03473,-0.110508,0.042422,-0.30486,-0.062226,0.623325,0.825862,1.149238,0.649412,-0.333547,1.110505,0.203627,0.211735,1.091288,-0.617945,1.434357,-0.840749,0.486796,-0.375966,0.148984,-0.500909,0.572229,-1.196936,-0.620173,-0.136244,0.939097,0.604307,-1.019161,0.0
glassantiqua,E,-2.673068,-0.268673,-5.732046,0.178351,0.195382,-3.708535,1.777908,-0.292218,1.0216,1.870107,1.904911,0.062723,-0.034031,-1.710705,2.461078,0.182531,-0.28177,-0.789206,2.332459,0.954147,3.418909,0.594744,-0.355597,-1.957106,1.062301,-0.149275,0.394618,-1.438563,0.469731,0.723653,-0.754224,0.698305,1.103574,-0.360816,-0.28725,0.131975,-0.179189,0.33849,0.162548,-0.147341,0.0
glassantiqua,F,5.282109,-4.85607,6.202817,-7.982212,-4.181028,-0.557217,-1.154808,0.685524,2.890339,0.221055,0.749564,0.027174,2.002201,-2.080448,-0.479267,0.509935,-1.078593,1.24529,-0.402761,-0.247544,0.018381,-0.179838,0.288187,-0.683465,0.777872,-0.266433,0.036852,-0.525984,0.228711,0.175864,0.285803,0.504545,0.710704,0.034482,-0.008977,-0.101108,0.086105,-0.567512,0.06207,0.05229,-0.0
glassantiqua,G,1.146759,0.493984,2.455873,-1.94133,2.59284,0.051003,0.629035,-1.365293,-0.698696,2.673854,-1.895134,-2.457361,0.033828,-0.681151,0.245198,-1.623813,3.113378,-2.206957,0.702289,-0.194188,0.684995,0.813124,-0.160117,0.882334,0.858208,-0.330919,1.198343,0.420693,0.114049,-0.130889,0.559354,-0.521332,-0.319485,0.076777,0.208663,-0.451055,0.024434,-0.109102,-0.255826,0.046439,-0.0
glassantiqua,H,-4.733044,5.424542,3.932996,-2.190192,2.720462,0.254926,-1.069648,0.05298,1.457853,0.887651,1.417746,0.398781,-0.432455,-0.533729,-0.637832,-0.462004,0.754265,2.749797,2.062137,-1.991403,-0.695517,1.264082,-0.285175,0.269488,-0.299953,-0.031582,-0.314004,-0.727584,-1.260952,1.556281,0.836401,-1.166187,-1.835544,-1.575417,-1.254875,0.723338,1.613527,-1.192856,-0.161543,-0.595606,0.0
glassantiqua,I,0.234719,-4.451253,-4.567777,-2.078815,-0.445818,-1.843803,2.405785,-0.468914,-1.547862,4.181544,-1.652151,-2.483994,-0.205365,-0.822351,-1.528445,0.131948,0.593387,1.35531,-0.66966,0.027735,-0.148083,-0.100939,-0.174114,0.040298,-0.004288,-0.007183,0.00112,0.003471,-0.008933,0.000946,-0.000585,-0.001371,-0.001415,9.5e-05,0.000168,0.000927,8.3e-05,0.000162,7.2e-05,1.9e-05,-0.0
glassantiqua,J,-6.972685,1.928982,-0.644567,1.739759,1.537905,2.825552,1.347305,1.369034,-1.658566,-0.324791,-2.719121,1.156409,1.024527,-0.454705,0.301673,0.614739,-1.551353,3.478926,-1.726727,1.973489,-0.778229,-1.992217,-2.467531,-1.976478,0.071849,-1.061232,1.507449,-0.290023,-0.563682,0.984901,0.341249,-0.028122,-0.174965,-0.043868,0.143564,0.046277,-0.387522,0.115695,0.533643,-0.134484,-0.0
glassantiqua,K,-5.298761,2.003514,-3.687391,-0.735649,-0.306874,-4.540267,-0.846876,1.579634,-1.062892,-0.107546,2.563206,4.113023,0.269245,-3.186722,-0.361731,-0.415543,-1.131153,-2.466435,3.166137,0.622473,3.10228,1.737962,0.841148,0.93876,-0.067042,1.367851,0.261778,1.041989,0.907449,0.831737,-0.797199,-0.463574,-0.653168,-0.716305,0.493037,0.774997,0.136812,-0.081066,0.18183,-0.11143,-0.0
glassantiqua,L,2.954872,0.311761,0.746746,-1.017249,0.692301,0.570202,-1.532146,-0.427889,1.180653,0.096989,2.005556,-0.547791,-0.810566,-1.348921,2.684015,-0.068294,-1.353836,-1.677569,-2.984382,0.159873,-0.590881,2.349668,0.751378,-1.783267,0.272438,1.944922,0.34327,1.165024,1.234471,-0.294265,-1.03235,0.907198,1.182355,-0.488634,0.607853,1.014313,-1.674218,-1.295441,0.721453,0.713254,0.0
glassantiqua,M,-9.106219,1.123212,0.871244,1.411751,-0.015533,-2.566722,0.69638,2.188851,0.105316,-2.239344,1.154878,-1.466984,-1.619797,-0.790894,-0.73185,0.241854,0.988921,0.416008,1.043447,-2.507761,-0.1267,0.66999,0.930931,-1.013663,1.82459,0.261354,0.904055,-0.823709,-2.004499,1.929827,1.826238,0.963342,-0.205104,1.03367,1.653958,1.023889,0.080391,1.263841,-3.191861,-0.526858,-0.0
glassantiqua,N,4.314911,0.823932,-0.911874,1.641108,-2.865397,-0.69703,-2.130715,0.820352,3.323977,-0.270973,-0.184653,0.469864,1.217534,0.300537,-0.595731,-0.574577,-1.205064,1.402352,1.969932,-0.706953,-2.305581,-1.75952,0.20358,0.100232,-0.607044,1.272154,-1.134311,0.578221,1.668744,0.803315,1.744975,0.85272,-1.99987,-0.125144,-0.957405,0.008986,0.171372,-0.507939,-0.257336,-0.231064,0.0
glassantiqua,O,-0.149666,-0.363573,-0.343139,-0.000371,-0.212203,0.307832,-0.478158,-0.526728,0.606245,0.059257,-0.131925,0.527287,0.12383,-0.280426,0.210607,-0.178632,-0.574719,0.035919,-0.204855,0.205591,-1.17473,-0.44866,0.744513,-1.01594,0.426265,0.075727,-0.367104,0.697574,-0.510789,0.502272,0.425332,-0.55957,0.384998,-0.483418,-0.432708,1.038108,0.732577,-1.084722,-0.629946,0.647877,0.0
glassantiqua,P,0.879991,-0.300283,0.93813,-0.357578,0.309335,0.319428,-0.700055,-1.380629,1.31599,-1.313963,1.926813,1.758566,0.819473,-1.826625,0.717453,-2.586284,0.404994,-0.331849,0.598904,0.756338,1.114807,2.839094,-1.377301,-0.579926,1.830231,-1.164424,-0.061633,-2.119799,-0.039736,-0.816905,0.840213,-0.241352,-1.674685,1.486346,-1.156604,1.128634,1.149475,-0.570647,0.075127,1.071933,0.0
glassantiqua,Q,4.454976,-0.939881,0.291401,-1.754114,-0.233292,1.971728,1.555749,2.883297,0.495883,0.665539,0.907742,3.908471,0.416978,0.142322,0.082559,-0.819286,0.072438,1.889185,0.868048,0.020696,1.136201,-0.991274,-0.176278,0.860432,0.031387,0.20903,0.290207,-0.200299,0.081327,0.614551,-0.073945,0.385278,-0.23299,0.479299,-0.022976,-0.223461,0.062551,-0.200125,-0.046413,-0.398173,-0.0
glassantiqua,R,1.948383,0.716668,3.384025,0.181521,-1.598917,-1.717019,-2.398801,0.927024,1.003012,-2.266721,0.679016,0.904492,2.577187,1.876244,-3.964899,0.963795,0.089553,-0.187563,-1.538616,0.552737,-0.26825,0.405767,-0.78786,-0.851608,-0.012544,-0.640774,-1.627172,1.028368,-0.114185,0.335663,0.691181,-1.027389,-1.887533,-0.470129,-1.328831,-1.615969,-0.190123,0.410252,1.402128,-0.054135,0.0
glassantiqua,S,2.453405,-1.634904,2.980818,4.801494,-0.164174,-1.887586,2.653504,1.583108,-0.600736,0.04416,2.725337,0.176544,1.085627,-0.194011,-3.753829,2.443936,-0.814744,-0.548488,1.783456,0.360337,-0.835192,-0.697191,1.103348,-0.21571,-0.802774,-1.172387,-0.527519,-1.603271,-0.955546,0.303779,-0.167627,-0.489726,0.869972,-0.644674,-0.091405,-0.633326,-0.290606,-0.276612,-0.067353,-0.071378,-0.0
glassantiqua,T,-1.188905,5.264951,-0.293393,1.775839,4.519345,0.432539,3.671437,-3.666122,0.138043,1.027544,0.710417,1.195793,-1.77131,-0.018524,1.586484,-0.961942,0.401544,0.335977,0.9584,-1.023906,0.637127,0.709978,-1.36543,-1.083598,0.321663,-0.861872,0.048174,-0.013631,-0.599188,0.311458,-0.124242,0.319676,-0.203885,0.134789,0.094181,0.059574,-0.131996,-0.271679,0.038375,0.746646,-0.0
glassantiqua,U,-1.009839,-1.194518,-1.010154,0.484456,1.144057,-0.767538,-0.0221,-0.380914,0.867284,-0.257494,0.38339,-0.185396,-0.037401,0.2994,-0.400796,0.315275,0.531285,0.357296,-0.499076,-0.087292,0.967579,0.180093,0.637377,-0.911354,-0.325365,0.191273,-0.666108,-0.625678,0.844518,-0.774741,-1.05878,-1.503182,1.326644,-0.054229,-0.201005,-0.177377,-0.793711,0.403103,1.026163,-1.018679,-0.0
glassantiqua,V,-1.228057,0.841291,-0.898772,-0.732246,0.590633,0.702105,-0.863222,-0.462597,1.021988,-0.074132,-0.200937,0.228976,-0.571902,0.001093,-0.698797,1.916901,-0.595955,0.159781,-0.351301,-0.475779,-0.208466,0.874811,1.469478,1.803911,-0.25788,-0.10294,0.498926,-0.676182,-0.111525,0.46706,0.085527,-0.852264,-0.820173,1.853409,2.624565,0.471041,-0.10576,1.113301,-0.484261,2.097863,-0.0
